INCIDENT_MONTH,INCIDENT_YEAR,TIME,HEIGHT,SPEED
7,2006,1950,350,140
7,2006,750,100,
7,2006,1920,300,
7,2006,626,0,
7,2006,2120,300,140
7,2006,800,0,
7,2006,,,
7,2006,2155,500,130
7,2006,950,0,100
7,2006,1300,100,130
7,2006,1830,,175
6,2006,,,
6,2006,700,0,
6,2006,1215,,130
6,2006,,,
6,2006,540,0,
6,2006,930,,
6,2006,900,3000,180
6,2006,800,0,
6,2006,656,0,
6,2006,900,,
6,2006,453,0,
6,2006,900,,
6,2006,,,
6,2006,900,,180
6,2006,2145,50,
6,2006,658,0,140
5,2006,1001,350,140
5,2006,,,
5,2006,,,
5,2006,721,0,120
5,2006,725,500,
5,2006,,7000,230
5,2006,1710,60,60
5,2006,,,
5,2006,1130,0,120
5,2006,1955,1300,
4,2006,2300,1800,180
4,2006,15,500,130
4,2006,1145,1500,180
4,2006,1036,600,
4,2006,1220,200,140
4,2006,119,0,
4,2006,,50,30
4,2006,,,
4,2006,2026,650,114
4,2006,546,,
3,2006,2350,50,60
3,2006,1359,100,135
3,2006,,,
3,2006,1927,0,
3,2006,2213,,
2,2006,2303,0,90
2,2006,,1500,120
2,2006,1230,0,0
2,2006,,,
2,2006,1000,,180
1,2006,1851,,
1,2006,,,
1,2006,,0,
1,2006,,,
1,2006,,,
1,2006,1630,1500,170
1,2006,,,
1,2006,,,
1,2006,822,,
1,2006,,0,
1,2006,2110,0,50
1,2006,1510,0,
12,2005,700,0,
11,2005,2130,10000,
11,2005,,,
11,2005,,10000,
11,2005,,100,120
11,2005,1721,50,140
11,2005,1324,5500,
11,2005,1540,400,
10,2005,,50,130
10,2005,2030,200,
10,2005,1649,,
10,2005,,,
10,2005,900,,
10,2005,1300,100,150
10,2005,630,0,125
10,2005,900,100,150
10,2005,1000,100,145
10,2005,900,,
10,2005,933,0,135
10,2005,2030,3000,200
10,2005,1135,0,
10,2005,2345,500,125
10,2005,,,250
10,2005,900,,
10,2005,135,1500,160
10,2005,1826,,
9,2005,900,1000,160
9,2005,1030,1000,160
9,2005,2214,1500,160
9,2005,,300,190
9,2005,,,150
9,2005,,,
9,2005,530,500,
9,2005,,1500,
8,2005,1715,600,
8,2005,,2000,
8,2005,,200,120
8,2005,,,
8,2005,,,
8,2005,900,0,
8,2005,800,0,
8,2005,450,40,145
8,2005,,0,55
8,2005,,,
8,2005,1110,0,
8,2005,1300,200,150
7,2005,1019,0,
7,2005,345,300,
7,2005,712,0,
7,2005,,,
7,2005,30,0,60
7,2005,1820,60,
7,2005,748,50,70
7,2005,,,
7,2005,1350,2500,160
7,2005,,0,
7,2005,845,1000,150
7,2005,645,5,65
7,2005,,6000,
6,2005,1300,200,160
6,2005,1300,1500,160
6,2005,930,0,
6,2005,1100,,180
6,2005,930,,150
6,2005,930,400,150
6,2005,,,
6,2005,1647,0,
5,2005,1725,75,140
5,2005,,0,
5,2005,1213,0,
5,2005,,,
5,2005,1242,0,115
5,2005,,0,130
4,2005,1100,100,140
4,2005,755,2000,210
4,2005,2207,300,
4,2005,,,
4,2005,530,,
4,2005,912,30,110
3,2005,2150,3000,250
3,2005,,,
3,2005,1250,10000,
3,2005,,,
2,2005,852,0,
1,2005,900,1300,160
1,2005,1846,550,
1,2005,1023,0,5
1,2005,,,
1,2005,845,10,130
12,2004,1401,0,
12,2004,815,0,85
12,2004,932,200,140
12,2004,,50,
11,2004,,5500,250
11,2004,1100,1700,165
11,2004,823,,
11,2004,,0,
11,2004,1100,0,110
11,2004,1710,,
11,2004,,,
10,2004,1015,10,120
10,2004,,,
10,2004,910,150,127
10,2004,,,
10,2004,840,100,70
10,2004,,,
10,2004,830,0,115
9,2004,941,2000,160
9,2004,1015,10,120
9,2004,,200,
9,2004,905,0,
9,2004,,,
9,2004,,300,135
9,2004,,,
9,2004,,,
9,2004,653,0,
9,2004,905,0,80
8,2004,,,
8,2004,2256,3000,
8,2004,1125,10,145
8,2004,1400,300,150
8,2004,,,
8,2004,,600,
8,2004,,,
7,2004,,,
7,2004,2030,0,
7,2004,,0,
7,2004,1710,50,140
7,2004,,,145
7,2004,,,
7,2004,715,10,160
7,2004,816,0,
7,2004,,,
7,2004,2120,0,
7,2004,1418,50,80
7,2004,1640,0,
7,2004,1615,,
7,2004,,,
6,2004,904,0,
6,2004,,,
6,2004,840,0,35
6,2004,800,0,140
6,2004,,500,
6,2004,,0,140
6,2004,,1500,
6,2004,,0,120
6,2004,,50,140
6,2004,,0,
6,2004,,800,
6,2004,,,
6,2004,,,
5,2004,,,
5,2004,,,
5,2004,1113,,
5,2004,,50,135
5,2004,,,
5,2004,800,0,
5,2004,1200,0,
5,2004,2114,,
4,2004,,8000,
4,2004,500,,
4,2004,,,
4,2004,1340,400,
4,2004,,5000,
4,2004,,,
4,2004,,800,160
3,2004,2020,10000,220
3,2004,,9600,
3,2004,,,
3,2004,,,
3,2004,,450,200
3,2004,,200,136
3,2004,1859,50,100
3,2004,730,,
3,2004,,0,
2,2004,2039,0,
2,2004,1824,0,60
2,2004,830,0,120
1,2004,,100,120
1,2004,2214,50,
1,2004,,,
1,2004,,,
1,2004,1017,0,100
1,2004,,50,120
1,2004,1550,,
1,2004,,0,
11,2003,940,350,
11,2003,1435,600,130
11,2003,,,
11,2003,,,
11,2003,,13000,250
11,2003,,,
11,2003,,,
11,2003,,,
11,2003,,,
11,2003,,,
11,2003,,200,120
10,2003,13,,
10,2003,2350,750,
10,2003,,15,100
10,2003,1023,20,160
10,2003,1425,,
10,2003,1915,2000,160
10,2003,1600,300,133
10,2003,910,0,100
10,2003,500,,
10,2003,,25,135
10,2003,,0,140
10,2003,,,
9,2003,,0,150
9,2003,,,
9,2003,,,
9,2003,1855,200,140
9,2003,1102,,
9,2003,1110,,
9,2003,,11000,300
8,2003,,,
8,2003,,0,
8,2003,1030,0,
8,2003,,,
8,2003,1301,,
8,2003,,0,
8,2003,2032,0,
8,2003,,,
7,2003,,,
7,2003,,,
7,2003,755,10,120
7,2003,,,
7,2003,,,
7,2003,,1160,140
7,2003,,0,105
7,2003,,200,80
6,2003,,800,160
6,2003,,1800,180
6,2003,1625,4,55
6,2003,,0,150
6,2003,,,
6,2003,2030,0,120
5,2003,935,200,110
5,2003,2245,1500,150
5,2003,,2000,220
4,2003,,,
4,2003,,,
4,2003,,,
4,2003,,,
3,2003,,6000,225
3,2003,,400,105
3,2003,,,
2,2003,,,
2,2003,,,
2,2003,,,
2,2003,,,
2,2003,,,
2,2003,,0,
1,2003,,600,165
1,2003,,0,140
1,2003,845,,
12,2002,,,
12,2002,,,
12,2002,,0,
12,2002,1745,1200,
10,2002,1437,,
10,2002,,400,150
10,2002,,8900,
10,2002,1103,0,120
10,2002,,,
9,2002,,0,
9,2002,,,
9,2002,,50,110
9,2002,,1000,150
9,2002,,,
9,2002,,,
9,2002,,,
9,2002,657,50,
9,2002,,1500,
9,2002,,5,70
9,2002,,,
8,2002,702,0,
8,2002,1230,0,
8,2002,,,
8,2002,709,,
8,2002,,,
8,2002,1650,0,0
8,2002,937,0,
8,2002,1010,0,
8,2002,,,
8,2002,1200,0,150
8,2002,1000,0,2
8,2002,2320,1000,140
8,2002,2017,,
8,2002,,,
8,2002,,,
8,2002,,0,
7,2002,,,
7,2002,,,
7,2002,,,
7,2002,,,
7,2002,,1800,200
7,2002,,,
7,2002,,,
7,2002,,,
7,2002,1201,200,150
7,2002,,,
7,2002,,,
7,2002,838,,
6,2002,1533,,
6,2002,1930,,
5,2002,,,
5,2002,2136,,
4,2002,,,
4,2002,2020,500,
4,2002,,,
4,2002,1700,500,120
4,2002,,8000,200
4,2002,,3000,230
4,2002,1530,75,70
4,2002,,,
4,2002,1900,300,150
3,2002,545,350,115
3,2002,508,0,60
3,2002,,,
3,2002,,300,80
2,2002,,,
1,2002,,0,140
1,2002,,200,65
1,2002,,,
1,2002,,,
1,2002,,,
12,2001,1636,2800,150
12,2001,1627,500,
11,2001,716,0,
11,2001,1208,5,80
11,2001,,,
11,2001,1008,,
11,2001,2035,1500,
11,2001,,1700,170
10,2001,,,
10,2001,,0,130
10,2001,,,
10,2001,,,
10,2001,,8000,
10,2001,,,
10,2001,605,50,
9,2001,,0,150
9,2001,,300,
9,2001,,0,150
9,2001,,1200,
9,2001,,30,140
9,2001,910,0,
9,2001,922,90,70
8,2001,,,
8,2001,1601,0,
8,2001,1116,0,
8,2001,926,0,
8,2001,55,500,140
8,2001,,,
8,2001,,,
8,2001,15,1500,
7,2001,,,
7,2001,613,,
7,2001,,0,100
7,2001,1647,,
7,2001,,0,130
7,2001,,,
7,2001,,300,140
7,2001,,,
6,2001,1921,0,110
6,2001,,,150
6,2001,753,0,
6,2001,,0,130
6,2001,,,
6,2001,,0,140
6,2001,,0,130
6,2001,,100,135
5,2001,,0,130
5,2001,,0,
5,2001,,0,130
4,2001,1643,0,55
4,2001,415,500,
4,2001,,2000,170
4,2001,,,
3,2001,,5000,
3,2001,,0,
3,2001,,,
3,2001,,12000,
3,2001,,,
3,2001,,,
2,2001,,1200,150
2,2001,1958,200,
2,2001,,,
1,2001,800,0,70
1,2001,729,400,
1,2001,,,
12,2000,,500,
12,2000,,0,100
12,2000,,400,140
12,2000,1110,300,75
12,2000,730,0,
11,2000,,1500,160
11,2000,1450,,
11,2000,,500,120
11,2000,1600,200,120
11,2000,1900,,
11,2000,1954,,
11,2000,,3000,180
11,2000,2151,200,
10,2000,820,500,
10,2000,,,
10,2000,,0,120
10,2000,937,0,
10,2000,,1500,170
10,2000,,1500,160
10,2000,,,
10,2000,,1000,131
10,2000,,200,200
9,2000,,,200
9,2000,,0,
9,2000,729,200,
9,2000,,,
9,2000,,,
9,2000,,,
9,2000,,300,147
9,2000,2120,800,120
9,2000,1325,0,
9,2000,,0,85
9,2000,2200,0,50
9,2000,,5000,
9,2000,,1000,
9,2000,,400,
9,2000,1331,0,
9,2000,,0,
9,2000,1240,,
8,2000,1700,1200,100
8,2000,1535,0,
8,2000,1530,0,
8,2000,,,
8,2000,1840,0,
8,2000,2325,1200,
7,2000,,,
7,2000,,,
7,2000,,,
7,2000,,,
7,2000,,,
7,2000,,,
7,2000,1100,0,170
7,2000,,0,
7,2000,1505,,
7,2000,,0,100
7,2000,,,
7,2000,1626,0,
7,2000,,50,127
7,2000,,,
7,2000,1024,0,
7,2000,,0,
7,2000,,0,15
6,2000,1440,0,
6,2000,,800,150
6,2000,1142,0,
6,2000,,1000,170
5,2000,1230,0,60
5,2000,625,0,
5,2000,1244,,
5,2000,,,
4,2000,,2600,200
4,2000,,,
4,2000,,0,
4,2000,225,1000,
3,2000,,500,
3,2000,,30,55
3,2000,,9000,
3,2000,816,10,120
2,2000,,500,135
2,2000,1827,,
2,2000,,34,
2,2000,,,
1,2000,1738,,
1,2000,,400,105
1,2000,,,
1,2000,,100,130
12,1999,,,
12,1999,1140,20,
12,1999,,700,
12,1999,,500,
11,1999,,2700,170
11,1999,,2000,180
11,1999,,,
11,1999,1620,300,
11,1999,837,,
11,1999,,,
10,1999,1810,500,180
10,1999,45,,
10,1999,1955,,
10,1999,,0,60
10,1999,,0,120
10,1999,631,0,
10,1999,1350,,
9,1999,610,500,145
9,1999,1835,,
9,1999,2344,2600,
9,1999,1400,,
9,1999,,2000,150
9,1999,,2000,170
8,1999,,,
8,1999,,500,
8,1999,,,
8,1999,2055,728,
8,1999,,0,
7,1999,,,
7,1999,,100,140
7,1999,730,0,90
7,1999,837,,
7,1999,,100,180
6,1999,,,
6,1999,,,
6,1999,,,
6,1999,1130,0,
6,1999,,,
6,1999,,0,95
6,1999,,,
6,1999,,200,150
5,1999,,,
5,1999,,,
5,1999,,0,120
4,1999,,0,
4,1999,,,
4,1999,,,
4,1999,,,
4,1999,,0,
3,1999,,1500,200
3,1999,,,
3,1999,,,
3,1999,,500,140
3,1999,,,
3,1999,,100,
2,1999,,,
2,1999,630,,
2,1999,,0,100
2,1999,,500,130
2,1999,1951,0,100
2,1999,,,
2,1999,,,
1,1999,,35,130
1,1999,,1500,170
1,1999,,,
1,1999,1833,3000,210
11,1998,1050,1800,160
10,1998,,0,50
10,1998,,815,78
10,1998,2025,,
10,1998,,30,130
10,1998,,100,105
10,1998,,,
10,1998,1515,500,130
10,1998,1715,0,85
10,1998,,200,138
10,1998,,,
9,1998,,,
9,1998,,16000,
9,1998,,100,95
9,1998,,50,120
9,1998,,0,
9,1998,,0,15
8,1998,2200,,
8,1998,,,
8,1998,1645,20,130
8,1998,1008,100,
8,1998,,,
8,1998,1930,1000,160
8,1998,1147,5,140
8,1998,,800,100
8,1998,818,,
7,1998,,,
7,1998,2335,50,115
7,1998,,,
7,1998,2000,0,80
7,1998,,,
6,1998,,20,160
6,1998,1434,1600,160
6,1998,,500,160
6,1998,2133,0,
6,1998,,,
6,1998,,0,120
5,1998,1645,0,
4,1998,2252,,
4,1998,,9000,250
4,1998,,,
4,1998,,1700,170
4,1998,933,,
3,1998,,,
3,1998,,300,121
3,1998,,0,
3,1998,,0,145
2,1998,,600,60
2,1998,,300,160
2,1998,,,
1,1998,,0,
1,1998,,0,136
1,1998,,600,160
1,1998,,0,
11,1997,,20,100
11,1997,1910,,
11,1997,,700,150
11,1997,,,
11,1997,,50,147
11,1997,,,
11,1997,,350,140
11,1997,,0,
10,1997,,800,135
10,1997,,3000,145
10,1997,,20,132
10,1997,,1800,180
10,1997,,,170
10,1997,,,
10,1997,,100,
10,1997,,3200,
10,1997,,4130,200
10,1997,,,
10,1997,1910,3500,
10,1997,,,
9,1997,,400,
9,1997,,,
9,1997,,0,
9,1997,,50,100
9,1997,,300,123
9,1997,,300,127
9,1997,,,
9,1997,,0,110
8,1997,,,
8,1997,,400,
8,1997,,50,120
8,1997,,0,
8,1997,,750,
8,1997,,100,150
8,1997,,0,
8,1997,,,
7,1997,,0,120
6,1997,,0,
6,1997,,1000,85
6,1997,,500,150
6,1997,,50,145
5,1997,,,
5,1997,,600,165
5,1997,,1600,160
5,1997,,,
5,1997,,5000,230
5,1997,,58,220
4,1997,,0,
4,1997,,2000,200
4,1997,,25,65
4,1997,,,
4,1997,,600,160
4,1997,,50,
3,1997,,900,100
3,1997,,,
3,1997,,,
3,1997,,1800,180
3,1997,,11000,270
3,1997,,0,150
3,1997,,300,145
2,1997,,4000,160
2,1997,,,
2,1997,,900,90
1,1997,,,
1,1997,,,
1,1997,,0,90
12,1996,,200,115
11,1996,,,
11,1996,,0,85
11,1996,,1500,210
11,1996,,1000,145
11,1996,,0,112
11,1996,,0,
11,1996,,2500,180
10,1996,,3000,
10,1996,,0,
10,1996,,0,120
10,1996,,1200,160
10,1996,,0,120
10,1996,1733,1200,
10,1996,,0,160
10,1996,,0,130
10,1996,,,
10,1996,,0,
10,1996,,650,
10,1996,,4700,250
10,1996,,0,120
10,1996,,0,
9,1996,,400,130
9,1996,,,
9,1996,,0,90
9,1996,,200,150
9,1996,,,
9,1996,,0,160
9,1996,,,
9,1996,,600,
9,1996,,3000,170
8,1996,2300,600,160
8,1996,,,
8,1996,,0,
8,1996,,0,120
8,1996,,,
8,1996,,10,130
8,1996,,10,
8,1996,,0,
8,1996,,,
8,1996,,0,
7,1996,,0,
7,1996,,50,140
7,1996,,0,60
7,1996,,600,170
7,1996,,0,
7,1996,,,
7,1996,,0,
6,1996,,,
6,1996,,700,90
6,1996,,100,145
6,1996,,30,138
5,1996,,0,140
5,1996,,100,
5,1996,,1800,170
5,1996,,,
5,1996,,1800,150
5,1996,,130,145
5,1996,,0,140
5,1996,,0,160
5,1996,,0,
4,1996,,1700,180
4,1996,,0,140
4,1996,,200,80
3,1996,,600,150
3,1996,,1200,90
3,1996,,1500,180
2,1996,,5500,
2,1996,,0,80
1,1996,,,
1,1996,,190,85
1,1996,,,
1,1996,,,
12,1995,,0,90
12,1995,,600,145
12,1995,,0,140
12,1995,,40,70
12,1995,,500,80
12,1995,,200,130
11,1995,,,
11,1995,,325,58
11,1995,,1000,95
11,1995,,500,140
11,1995,,,
11,1995,,,
10,1995,,,
10,1995,,,
10,1995,,500,95
10,1995,,10000,280
10,1995,,0,
10,1995,,0,80
10,1995,,30,60
10,1995,,0,100
10,1995,,,150
10,1995,,,
9,1995,,,
9,1995,,,
9,1995,,0,125
8,1995,,,
8,1995,,20,
8,1995,,0,
8,1995,,,
8,1995,,50,100
8,1995,,250,105
8,1995,,100,85
8,1995,,300,151
8,1995,,500,80
8,1995,,,
7,1995,,,
7,1995,,0,
7,1995,,75,120
7,1995,,0,
7,1995,,0,
5,1995,,50,110
5,1995,,,155
5,1995,,0,
5,1995,,,170
5,1995,,100,145
5,1995,,1300,180
4,1995,,0,135
4,1995,,2700,170
3,1995,,300,140
3,1995,,0,
2,1995,,0,
2,1995,,100,120
1,1995,,800,100
1,1995,,,
1,1995,,,
12,1994,,600,160
12,1994,,1000,200
12,1994,,0,55
12,1994,,200,75
11,1994,,,
11,1994,,,
10,1994,,,
10,1994,,,
10,1994,,100,
10,1994,,,
10,1994,,50,
10,1994,,300,150
10,1994,,,
10,1994,,,
9,1994,,,
9,1994,,1000,170
9,1994,,300,130
9,1994,,0,150
9,1994,,,
9,1994,,,
8,1994,,100,
8,1994,,,
8,1994,,50,135
8,1994,,0,135
7,1994,,300,160
7,1994,,0,100
6,1994,,0,
6,1994,,0,150
6,1994,,0,140
6,1994,,600,150
6,1994,,100,150
6,1994,,0,
5,1994,,0,
5,1994,,500,131
5,1994,,,
5,1994,,0,
5,1994,,1074,150
5,1994,,,205
5,1994,,0,
4,1994,,,
4,1994,,,
4,1994,,1800,180
4,1994,,0,130
4,1994,,1000,150
3,1994,,0,130
3,1994,,50,120
3,1994,,1500,165
3,1994,,3000,170
2,1994,,1000,160
1,1994,,,
1,1994,,,
1,1994,,400,
1,1994,,800,135
12,1993,,0,90
12,1993,,600,152
12,1993,,450,75
10,1993,,,
10,1993,,500,90
10,1993,,,
10,1993,,,
10,1993,,,
10,1993,,0,135
10,1993,,,
10,1993,,100,150
9,1993,,,
9,1993,,1700,170
9,1993,,10,135
9,1993,,,
9,1993,,0,125
9,1993,,100,65
9,1993,,,
9,1993,,0,
8,1993,,,
8,1993,,1500,
8,1993,,500,160
8,1993,,2700,180
8,1993,1314,,
8,1993,,3000,200
8,1993,,,
8,1993,,0,
8,1993,,0,135
8,1993,,,
8,1993,,,
7,1993,,800,160
7,1993,,0,120
7,1993,,,
7,1993,,100,110
7,1993,2121,,
7,1993,,500,75
7,1993,,0,
7,1993,,,
7,1993,,,
7,1993,,,
6,1993,,1400,170
6,1993,,500,160
6,1993,,400,
5,1993,,400,
5,1993,,400,150
5,1993,,900,120
5,1993,,,
5,1993,,200,150
4,1993,,0,150
4,1993,,300,160
4,1993,,,
3,1993,,200,140
3,1993,,600,160
3,1993,,600,160
3,1993,,3000,180
3,1993,,1200,160
3,1993,,200,140
2,1993,,150,130
2,1993,,100,200
2,1993,,100,140
1,1993,,0,
12,1992,,150,
11,1992,1720,800,120
11,1992,,5000,
10,1992,,,
9,1992,,50,80
9,1992,,,
8,1992,,4,128
7,1992,,,
7,1992,,,
6,1992,,,
5,1992,,0,100
5,1992,,0,
5,1992,,5200,
4,1992,,1270,
3,1992,,2500,180
3,1992,,,
2,1992,,0,123
2,1992,,,
2,1992,,,
2,1992,,300,140
1,1992,,,
1,1992,,0,70
1,1992,,,
1,1992,,,
12,1991,,300,120
12,1991,,,
12,1991,,,
12,1991,,,
12,1991,,,
11,1991,,370,120
10,1991,,5,110
10,1991,,,
10,1991,,0,110
9,1991,,200,150
9,1991,,,
9,1991,,1800,160
9,1991,,0,80
8,1991,,0,130
7,1991,,20,110
6,1991,,0,
5,1991,,1000,250
5,1991,,,
5,1991,,,
4,1991,,,
3,1991,,600,160
3,1991,,0,130
3,1991,,0,120
3,1991,,300,120
2,1991,,600,160
1,1991,,1800,160
1,1991,,590,
1,1991,,600,160
1,1991,,0,
1,1991,,0,
12,1990,940,30,100
11,1990,,1000,250
11,1990,1640,300,
11,1990,,800,140
9,1990,,200,140
9,1990,1000,3000,180
9,1990,,,
9,1990,,50,
9,1990,,,
8,1990,,0,
8,1990,,,
8,1990,1558,500,80
8,1990,,90,60
7,1990,,4500,250
7,1990,,2000,200
6,1990,,50,90
5,1990,,100,95
5,1990,,400,180
4,1990,,5500,250
4,1990,,0,
