INCIDENT_DATE,STATE,AIRPORT_ID,AIRPORT,OPID,OPERATOR,ATYPE,TYPE_ENG,SPECIES_ID,SPECIES,REMAINS_COLLECTED,MONTH,YEAR,TIME_OF_DAY,TIME,HEIGHT,SPEED,PHASE OF FLIGHT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE OF BIRD,DAMAGE LEVEL
5/2/13 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,C-17,,UNKB,Unknown bird,FALSE,5,2013,,2125,1500,,Take-off run,,,,,,N
5/1/13 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,TRUE,5,2013,,,,,,,,,1,Small,
4/30/13 0:00,WA,KBLI,BELLINGHAM INTL,AAY,ALLEGIANT AIR,MD-83,D,UNKBS,Unknown bird - small,FALSE,4,2013,Night,910,0,130,Take-off run,Some Cloud,None,1,1,Small,N
4/29/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UAL,UNITED AIRLINES,B-737-900,D,X6101,Northern flicker,TRUE,4,2013,,,100,,Approach,Overcast,Rain,,1,Small,N
4/23/13 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,C-17,,UNKB,Unknown bird,FALSE,4,2013,,2300,2800,,Climb,,,,,,N
4/22/13 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,UNKNOWN,,K3305,Swainson's hawk,TRUE,4,2013,,,,,,,,,1,Medium,
4/22/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-900,D,ZX303,Savannah sparrow,TRUE,4,2013,Day,730,,,Approach,No Cloud,None,,1,Small,N
4/17/13 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,C-17,,J2140,Ruddy duck,FALSE,4,2013,,2110,300,,Approach,,,,,Medium,E
4/17/13 0:00,WA,KMWH,GRANT COUNTY ARPT,BUS,BUSINESS,BE-19,A,UNKBS,Unknown bird - small,FALSE,4,2013,Night,2115,400,72,Climb,Some Cloud,None,,1,Small,N
4/7/13 0:00,WA,KBLI,BELLINGHAM INTL,AAY,ALLEGIANT AIR,MD-83,D,NE106,Glaucous-winged gull,TRUE,4,2013,Day,815,0,60,Take-off run,Some Cloud,Rain,2 to 10,1,Medium,N
4/2/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,P1114,Budgerigar,TRUE,4,2013,,,,,,,,,1,Small,
3/14/13 0:00,WA,KBLI,BELLINGHAM INTL,ASA,ALASKA AIRLINES,B-737-800,D,NE1,Gulls,FALSE,3,2013,Day,741,20,,Approach,Overcast,Fog,2 to 10,1,Medium,
3/14/13 0:00,WA,KGEG,SPOKANE INTERNATIONAL,CFS,EMPIRE AIRLINES,C-208,C,K3302,Red-tailed hawk,TRUE,3,2013,Dawn,716,300,75,Climb,Overcast,None,,1,Medium,M
3/11/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,R1101,Barn owl,TRUE,3,2013,,,,,,,,,1,Small,
2/21/13 0:00,WA,KFHR,FRIDAY HARBOR ARPT,UNK,UNKNOWN,UNKNOWN,,NE1,Gulls,TRUE,2,2013,,,,,,,,,1,Medium,
2/19/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AWE,US AIRWAYS,A-320,D,YL001,European starling,TRUE,2,2013,Day,1300,100,,Approach,Some Cloud,None,2 to 10,2 to 10,Small,N
2/7/13 0:00,WA,KALW,WALLA WALLA REGIONAL,UNK,UNKNOWN,UNKNOWN,,X6101,Northern flicker,TRUE,2,2013,,,,,,,,,1,Small,
2/6/13 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,UNKNOWN,,L4302,Gray partridge,TRUE,2,2013,,,,,,,,,1,Small,
2/4/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,R2001,Snowy owl,TRUE,2,2013,,,,,,,,,1,Large,
1/23/13 0:00,WA,KFHR,FRIDAY HARBOR ARPT,UNK,UNKNOWN,UNKNOWN,,NE1,Gulls,TRUE,1,2013,,,,,,,,,1,Medium,
1/15/13 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,B-737-800,D,UNKBL,Unknown bird - large,TRUE,1,2013,Day,1513,3000,180,Approach,No Cloud,None,11 to 100,1,Large,M
1/15/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UAL,UNITED AIRLINES,B-757-200,D,R2001,Snowy owl,TRUE,1,2013,Dusk,1717,10,,Approach,No Cloud,None,1,1,Large,N
1/11/13 0:00,WA,KEAT,PANGBORN MEMORIAL,UNK,UNKNOWN,UNKNOWN,,L4303,Chukar,TRUE,1,2013,,,,,,,,,1,Medium,
1/11/13 0:00,WA,KEAT,PANGBORN MEMORIAL,UNK,UNKNOWN,UNKNOWN,,L4302,Gray partridge,TRUE,1,2013,,,,,,,,,1,Small,
12/20/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,TRUE,12,2012,,,,,,,,,1,Small,
12/20/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,N5111,Killdeer,TRUE,12,2012,,,,,,,,,1,Small,
12/12/12 0:00,WA,KBLI,BELLINGHAM INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,I1102,Great blue heron,TRUE,12,2012,Dawn,700,100,150,Climb,Overcast,None,,1,Large,M?
12/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-800,D,J2104,Northern pintail,TRUE,12,2012,,,,,Approach,Overcast,Rain,1,1,Medium,N
12/10/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,M7005,American coot,TRUE,12,2012,,,,,,,,,1,Medium,
11/10/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,R2001,Snowy owl,TRUE,11,2012,Night,2031,0,60,Landing Roll,No Cloud,None,1,1,Large,S
11/10/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,M7005,American coot,TRUE,11,2012,,,,,,,,,1,Medium,
11/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-800,D,Y,Perching birds (y),TRUE,11,2012,,,,,Descent,,,,1,Small,
11/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,Z6017,Varied thrush,TRUE,11,2012,Day,700,,,Approach,,,,1,Small,N
10/23/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,C-17,,UNKB,Unknown bird,FALSE,10,2012,,1124,600,,Climb,,,,,,N
10/23/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,QXE,HORIZON AIR,DHC8 DASH 8,C,J2131,Northern shoveler,TRUE,10,2012,Night,2017,300,135,Approach,Some Cloud,None,2 to 10,2 to 10,Medium,N
10/22/12 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,UNKNOWN,,K5114,American kestrel,TRUE,10,2012,,,,,,,,,1,Medium,
10/21/12 0:00,WA,KPSC,TRI-CITIES,SKW,SKYWEST AIRLINES,CRJ900,D,K3502,Northern harrier,TRUE,10,2012,Day,750,0,,Take-off run,,,,1,Medium,
10/21/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,AWE,US AIRWAYS,A-319,D,UNKBM,Unknown bird - medium,FALSE,10,2012,Day,920,3000,,Climb,Some Cloud,None,1,1,Medium,N
10/20/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,TRUE,10,2012,,,,,,,,,1,Small,
10/19/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,O2111,Rock pigeon,TRUE,10,2012,,,,,,,,,1,Small,
10/17/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,ZX303,Savannah sparrow,TRUE,10,2012,,,,,,,,,1,Small,
10/16/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),BOE,BOEING COMMERCIAL AIRPLANE GRP,B-777,,UNKBS,Unknown bird - small,FALSE,10,2012,Night,1940,5500,240,Approach,Some Cloud,None,,1,Small,N
10/15/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,DAL,DELTA AIR LINES,MD-90-30,D,J2204,Canada goose,TRUE,10,2012,Night,1830,500,,Approach,Some Cloud,Rain,2 to 10,2 to 10,Large,S
10/15/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,BUS,BUSINESS,C-208,C,UNKBL,Unknown bird - large,FALSE,10,2012,Night,1915,100,100,Approach,No Cloud,None,1,1,Large,N
10/15/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,BUS,BUSINESS,RKWLTRBO 690,C,K5114,American kestrel,TRUE,10,2012,Day,1330,0,,Landing Roll,Some Cloud,None,,1,Small,N
10/15/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,DAL,DELTA AIR LINES,B-757-200,D,UNKBL,Unknown bird - large,FALSE,10,2012,,,,,Climb,,,1,2 to 10,Large,N
10/14/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,Y9018,Pacific-slope flycatcher,TRUE,10,2012,,,,,,,,,1,Small,
10/13/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-400,D,UNKBS,Unknown bird - small,FALSE,10,2012,Dusk,1845,0,,Landing Roll,,None,1,1,Small,N
10/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,VRD,VIRGIN AMERICA,A-320,D,UNKBS,Unknown bird - small,FALSE,10,2012,Day,1400,300,140,Approach,Overcast,None,,1,Small,N
10/9/12 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,B-737-700,D,UNKBS,Unknown bird - small,FALSE,10,2012,Day,1000,0,140,Take-off run,Some Cloud,None,2 to 10,2 to 10,Small,N
10/9/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,TRUE,10,2012,,,,,,,,,1,Small,
10/7/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,DAL,DELTA AIR LINES,B-767-300,D,1C2,Microbats,TRUE,10,2012,Night,,0,,Landing Roll,No Cloud,None,,1,Small,N
10/6/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),BOE,BOEING COMMERCIAL AIRPLANE GRP,B-787-8,,ZX010,Pine siskin,FALSE,10,2012,Day,1430,1000,180,Climb,No Cloud,None,2 to 10,1,Small,N
10/4/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,UNKNOWN,,K5114,American kestrel,TRUE,10,2012,,,,,,,,,1,Small,
10/4/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,J2140,Ruddy duck,TRUE,10,2012,,,,,,,,,1,Medium,
10/4/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,1D21,Eastern cottontail,TRUE,10,2012,,,,,,,,,1,Medium,
10/2/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-800,D,ZX010,Pine siskin,TRUE,10,2012,,,,,Approach,,None,,2 to 10,Small,N
10/2/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,TRUE,10,2012,,,,,,,,,1,Small,
9/30/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,O2111,Rock pigeon,TRUE,9,2012,,,,,,,,,1,Small,
9/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-700,D,ZD102,Cedar waxwing,TRUE,9,2012,Day,1530,100,135,Approach,No Cloud,None,1,1,Small,N
9/26/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,SWA,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,FALSE,9,2012,Night,,6,,Approach,No Cloud,None,,1,Small,N
9/25/12 0:00,WA,KEAT,PANGBORN MEMORIAL,UNK,UNKNOWN,UNKNOWN,,ZX3,Sparrows,TRUE,9,2012,,,,,,,,,1,Small,
9/24/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,B-737-800,D,F1005,Red-necked grebe,TRUE,9,2012,Day,912,5000,140,Climb,No Cloud,None,2 to 10,2 to 10,Medium,S
9/22/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,Z6004,Swainson's thrush,TRUE,9,2012,,,,,,,,,1,Small,
9/19/12 0:00,WA,KORS,ORCAS ISLAND ARPT,BUS,BUSINESS,BE-36,A,1G12,Mule deer,FALSE,9,2012,Night,2030,0,,Take-off run,,,,1,Large,M
9/17/12 0:00,WA,KPUW,PULLMAN/MOSCOW REGIONAL ARPT,QXE,HORIZON AIR,DHC8 DASH 8,C,N5111,Killdeer,TRUE,9,2012,Day,1800,0,,Landing Roll,No Cloud,None,1,1,Small,N
9/14/12 0:00,WA,KPUW,PULLMAN/MOSCOW REGIONAL ARPT,UNK,UNKNOWN,UNKNOWN,,N5111,Killdeer,TRUE,9,2012,,,,,,,,,1,Small,
9/12/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,C-17,,K3302,Red-tailed hawk,FALSE,9,2012,,1200,0,,Local,,,,,Medium,N
9/11/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,C-17,,YI005,Barn swallow,FALSE,9,2012,,1905,600,,Take-off run,,,,,Small,N
9/11/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,9,2012,,,,,,,,,1,Small,
9/10/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,9,2012,,,,,,,,,1,Small,
9/8/12 0:00,WA,2S1,VASHON MUNICIPAL ARPT,BUS,BUSINESS,C-172,A,UNKBM,Unknown bird - medium,FALSE,9,2012,Night,2120,1200,100,Approach,No Cloud,None,2 to 10,2 to 10,Medium,M
9/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,K3302,Red-tailed hawk,TRUE,9,2012,,,,,,,,,1,Medium,
9/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ANA,ALL NIPPON AIRWAYS,B-777-300,D,K3302,Red-tailed hawk,FALSE,9,2012,Day,1040,0,,Landing Roll,No Cloud,None,1,1,Medium,N
8/31/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,C-17,,J2103,American wigeon,FALSE,8,2012,,2145,1000,,Take-off run,,,,,Medium,E
8/27/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,TRUE,8,2012,,,,,,,,,1,Medium,
8/26/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,Y9011,Western wood-pewee,TRUE,8,2012,,,,,,,,,1,Small,
8/24/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,F1003,Pied-billed grebe,TRUE,8,2012,,,,,,,,,1,Medium,
8/21/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,8,2012,,,,,,,,,1,Small,
8/19/12 0:00,WA,KBLI,BELLINGHAM INTL,UNK,UNKNOWN,UNKNOWN,,K33,Hawks,TRUE,8,2012,,,,,,,,,1,Medium,
8/19/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,K5114,American kestrel,TRUE,8,2012,,,,,,,,,1,Small,
8/18/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,DAL,DELTA AIR LINES,A-318,D,YI,Swallows,FALSE,8,2012,Day,1055,0,,Take-off run,Overcast,None,1,2 to 10,Small,
8/18/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,BUS,BUSINESS,C-152,A,R1101,Barn owl,FALSE,8,2012,Night,2111,5,60,Climb,Some Cloud,,1,1,Small,N
8/17/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,8,2012,,,,,,,,,2 to 10,Small,
8/15/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-800,D,YI,Swallows,FALSE,8,2012,Day,1950,0,,Take-off run,,,1,1,Small,
8/15/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,W1001,Belted kingfisher,TRUE,8,2012,,,,,,,,,1,Small,
8/13/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,C-17,,K5102,Peregrine falcon,FALSE,8,2012,,1400,0,,,,,,,Small,N
8/13/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,UNK,UNKNOWN,UNKNOWN,,K5114,American kestrel,TRUE,8,2012,,,,,,,,,1,Small,
8/13/12 0:00,WA,KBLI,BELLINGHAM INTL,ASA,ALASKA AIRLINES,B-737-800,D,N5111,Killdeer,TRUE,8,2012,Day,1348,0,,Landing Roll,Overcast,None,,1,Small,N
8/12/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AAL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,FALSE,8,2012,Day,1038,30,140,Approach,No Cloud,None,1,1,Small,N
8/10/12 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,UNKNOWN,,NE1,Gulls,TRUE,8,2012,,,,,,,,,1,Medium,
8/7/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,UNKNOWN,,YH004,Horned lark,TRUE,8,2012,,,,,,,,,1,Small,
8/6/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,TRUE,8,2012,,,,,,,,,1,Medium,
8/5/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,UNKNOWN,,K3302,Red-tailed hawk,TRUE,8,2012,,,,,,,,,1,Medium,
8/2/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,8,2012,,,,,,,,,1,Small,
8/2/12 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,B-737-900,D,UNKBS,Unknown bird - small,FALSE,8,2012,Day,1226,2000,180,Approach,Some Cloud,None,,1,Small,N
8/1/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,AMF,AMERIFLIGHT,BE-1900,C,K5114,American kestrel,TRUE,8,2012,Day,725,,,Approach,No Cloud,None,,1,Small,N
8/1/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,A-320,D,YI,Swallows,FALSE,8,2012,Day,1140,20,,Approach,,,1,1,Small,N
7/31/12 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,C-17,,M7005,American coot,FALSE,7,2012,,,75,,Take-off run,,,,,Medium,N
7/30/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,1F61,Domestic cat,TRUE,7,2012,,,,,,,,,1,Large,
7/29/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,K5114,American kestrel,TRUE,7,2012,,,,,,,,,1,Small,
7/28/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1108,Northwestern crow,TRUE,7,2012,,,,,,,,,1,Small,
7/27/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1108,Northwestern crow,TRUE,7,2012,,,,,,,,,1,Small,
7/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,YI011,Violet-green swallow,TRUE,7,2012,,,,,,,,,1,Small,
7/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-400,D,YI009,Cliff swallow,TRUE,7,2012,,,0,,Landing Roll,No Cloud,None,,1,Small,N
7/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-900,D,ZX017,American goldfinch,TRUE,7,2012,Day,,,,Approach,,,,1,Small,
7/26/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1108,Northwestern crow,TRUE,7,2012,,,,,,,,,1,Small,
7/26/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,CFS,EMPIRE AIRLINES,C-208,C,K5114,American kestrel,TRUE,7,2012,Day,718,0,85,Landing Roll,No Cloud,None,1,1,Small,N
7/25/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UPS,UPS AIRLINES,A-300,D,UNKBS,Unknown bird - small,FALSE,7,2012,Day,600,1700,200,Approach,,,,1,Small,N
7/24/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,SWA,SOUTHWEST AIRLINES,B-737-700,D,YL001,European starling,FALSE,7,2012,Day,945,0,140,Landing Roll,No Cloud,None,2 to 10,1,Small,N
7/17/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,TRUE,7,2012,,,,,,,,,1,Medium,
7/17/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-800,D,YI009,Cliff swallow,TRUE,7,2012,Day,800,,,Approach,No Cloud,,,1,Small,N
7/17/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,TRUE,7,2012,,,,,,,,,1,Medium,
7/16/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,YI,Swallows,TRUE,7,2012,Day,1251,0,,Landing Roll,,,1,1,Small,
7/16/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,YI,Swallows,TRUE,7,2012,Day,,,,Arrival,,,1,2 to 10,Small,
7/12/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,UNKNOWN,,ZT001,Eastern meadowlark,TRUE,7,2012,,,,,,,,,1,Small,
7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,A-320,D,UNKBS,Unknown bird - small,FALSE,7,2012,Day,1626,20,145,Approach,,,2 to 10,2 to 10,Small,N
7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,YI,Swallows,FALSE,7,2012,Day,1125,,,Local,No Cloud,None,1,1,Small,N
7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-900,D,YI009,Cliff swallow,TRUE,7,2012,Day,1820,,,Arrival,,,,2 to 10,Small,
7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-400,D,YI,Swallows,TRUE,7,2012,Day,1155,,,Descent,No Cloud,None,,1,Small,
7/9/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AAL,AMERICAN AIRLINES,MD-83,D,ZX303,Savannah sparrow,TRUE,7,2012,Day,1620,0,,Landing Roll,Some Cloud,None,,1,Small,N
7/9/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-800,D,YI011,Violet-green swallow,TRUE,7,2012,Day,,0,,Landing Roll,Some Cloud,None,1,1,Small,N
7/9/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,A-320,D,YI005,Barn swallow,TRUE,7,2012,Day,1200,0,130,Landing Roll,Some Cloud,None,1,1,Small,N
7/6/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,O2205,Mourning dove,TRUE,7,2012,,,,,,,,,1,Small,
7/3/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,SWA,SOUTHWEST AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,FALSE,7,2012,Night,2340,2000,170,Approach,Some Cloud,None,1,1,Small,N
7/2/12 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,UNKNOWN,,P1114,Budgerigar,TRUE,7,2012,,,,,,,,,1,Small,
7/1/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,B-737-400,D,YI009,Cliff swallow,TRUE,7,2012,,,,,Approach,No Cloud,None,,1,Small,N
7/1/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,UNKNOWN,,Z6007,American robin,TRUE,7,2012,,,,,,,,,1,Small,
6/28/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,TRUE,6,2012,,,,,,,,,1,Medium,
6/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,A-320,D,UNKBS,Unknown bird - small,FALSE,6,2012,Day,1129,10,145,Approach,Overcast,None,1,1,Small,N
6/25/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,UNKNOWN,,UNKB,Unknown bird,FALSE,6,2012,,1645,200,,Approach,,,,,,N
6/21/12 0:00,WA,KBLI,BELLINGHAM INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,N5111,Killdeer,TRUE,6,2012,Night,2155,0,,Landing Roll,Some Cloud,None,1,1,Small,N
6/18/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,6,2012,,,,,,,,,1,Small,
6/12/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,UNKNOWN,,YI005,Barn swallow,TRUE,6,2012,,,,,,,,,1,Small,
6/12/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,DHC8 DASH 8,C,K2001,Osprey,TRUE,6,2012,Day,1315,,,Climb,Overcast,,,1,Large,
5/31/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,UNKNOWN,,NE104,Ring-billed gull,TRUE,5,2012,,,,,,,,,1,Medium,
